idNum,attendance,mathScore,readScore,ethnicity,classRank
215,86.10,0.0,0.0,B,0
216,100.00,0.0,0.0,L,0
217,99.10,0.0,0.0,L,0
218,92.20,0.0,0.0,A,0
219,100.00,0.0,0.0,A,0
220,37.70,0.0,0.0,W,0
221,60.00,0.0,0.0,W,0
222,98.30,0.0,0.0,B,0
223,86.00,0.0,0.0,W,0
224,86.90,0.0,0.0,A,0
225,92.00,0.0,0.0,L,0
226,96.60,0.0,0.0,A,0
227,100.00,0.0,0.0,L,0
228,100.00,0.0,0.0,L,0
229,97.70,0.0,0.0,A,0
230,86.90,0.0,0.0,L,0
231,100.00,0.0,0.0,L,0
232,100.00,0.0,0.0,W,0
233,84.00,0.0,0.0,B,0
234,100.00,0.0,0.0,L,0
235,96.60,0.0,0.0,L,0
236,98.30,0.0,0.0,W,0
237,92.00,0.0,0.0,L,0
238,93.10,0.0,0.0,L,0
239,100.00,0.0,0.0,L,0
240,100.00,0.0,0.0,L,0
241,68.00,0.0,0.0,U,0
242,97.10,0.0,0.0,A,0
243,97.10,0.0,0.0,A,0
244,95.40,0.0,0.0,A,0
245,99.40,0.0,0.0,A,0
246,85.70,0.0,0.0,W,0
247,100.00,0.0,0.0,L,0
248,96.00,0.0,0.0,L,0
249,96.60,0.0,0.0,L,0
250,82.30,0.0,0.0,L,0
251,74.30,0.0,0.0,L,0
252,82.30,0.0,0.0,L,0
253,98.30,0.0,0.0,L,0
254,100.00,0.0,0.0,A,0
255,100.00,0.0,0.0,W,0
256,85.10,0.0,0.0,L,0
257,100.00,0.0,0.0,A,0
258,98.30,0.0,0.0,W,0
259,98.30,0.0,0.0,L,0
260,100.00,0.0,0.0,L,0
261,95.00,0.0,0.0,L,0
262,98.30,0.0,0.0,L,0
263,100.00,0.0,0.0,L,0
264,98.90,0.0,0.0,L,0
265,99.40,0.0,0.0,L,0
266,100.00,0.0,0.0,B,0
267,94.90,0.0,0.0,W,0
268,96.00,0.0,0.0,L,0
269,96.00,0.0,0.0,L,0
270,95.40,0.0,0.0,B,0
271,98.90,0.0,0.0,L,0
272,100.00,0.0,0.0,A,0
273,82.30,0.0,0.0,L,0
274,72.00,0.0,0.0,L,0
275,100.00,0.0,0.0,L,0
276,97.10,0.0,0.0,A,0
277,90.90,0.0,0.0,B,0
278,95.40,0.0,0.0,U,0
279,100.00,0.0,0.0,W,0
280,98.30,0.0,0.0,A,0
281,85.10,0.0,0.0,L,0
282,97.70,0.0,0.0,A,0
283,27.40,0.0,0.0,L,0
284,98.30,0.0,0.0,A,0
285,99.40,0.0,0.0,L,0
286,94.30,0.0,0.0,W,0
287,100.00,0.0,0.0,L,0
288,88.60,0.0,0.0,L,0
289,92.00,0.0,0.0,A,0
290,97.00,0.0,0.0,L,0
291,76.00,0.0,0.0,L,0
292,98.30,0.0,0.0,L,0
293,91.40,0.0,0.0,L,0
294,86.00,0.0,0.0,L,0
295,100.00,0.0,0.0,B,0
296,97.10,0.0,0.0,A,0
297,100.00,0.0,0.0,L,0
298,93.00,0.0,0.0,U,0
299,96.00,0.0,0.0,L,0
300,94.90,0.0,0.0,A,0
301,88.00,0.0,0.0,W,0
302,99.40,0.0,0.0,L,0
303,100.00,0.0,0.0,A,0
304,99.40,0.0,0.0,L,0
305,77.70,0.0,0.0,L,0
306,99.40,0.0,0.0,L,0
307,98.90,0.0,0.0,B,0
308,100.00,0.0,0.0,L,0
309,100.00,0.0,0.0,L,0
310,99.40,0.0,0.0,W,0
311,100.00,0.0,0.0,B,0
312,93.10,0.0,0.0,A,0
313,94.30,0.0,0.0,L,0
314,98.90,0.0,0.0,L,0
315,99.40,0.0,0.0,A,0
316,98.30,0.0,0.0,L,0
317,89.70,0.0,0.0,A,0
318,100.00,0.0,0.0,B,0
319,73.70,0.0,0.0,L,0
320,95.40,0.0,0.0,L,0
321,77.00,0.0,0.0,L,0
322,93.70,0.0,0.0,L,0
323,97.70,0.0,0.0,L,0
324,76.00,0.0,0.0,W,0
325,96.60,0.0,0.0,L,0
326,100.00,0.0,0.0,B,0
327,97.10,0.0,0.0,B,0
328,90.30,0.0,0.0,B,0
329,100.00,0.0,0.0,A,0
330,94.90,0.0,0.0,A,0
331,95.40,0.0,0.0,L,0
332,98.90,0.0,0.0,B,0
333,99.40,0.0,0.0,A,0
334,94.90,0.0,0.0,L,0
335,93.80,0.0,0.0,A,0
336,0.00,0.0,0.0,L,0
337,96.20,0.0,0.0,L,0
338,83.10,0.0,0.0,L,0
339,91.50,0.0,0.0,W,0
340,86.40,0.0,0.0,L,0
341,0.00,0.0,0.0,L,0
342,94.90,0.0,0.0,W,0
343,99.40,0.0,0.0,L,0
344,93.20,0.0,0.0,L,0
345,93.80,0.0,0.0,L,0
346,93.80,0.0,0.0,U,0
347,91.90,0.0,0.0,L,0
348,98.30,0.0,0.0,L,0
349,97.20,0.0,0.0,L,0
350,0.00,0.0,0.0,L,0
351,0.00,0.0,0.0,A,0
352,92.10,0.0,0.0,A,0
353,98.30,0.0,0.0,L,0
354,92.10,0.0,0.0,L,0
355,91.50,0.0,0.0,U,0
356,91.50,0.0,0.0,L,0
357,100.00,0.0,0.0,L,0
358,98.80,0.0,0.0,B,0
359,82.50,0.0,0.0,B,0
360,98.30,0.0,0.0,A,0
361,99.40,0.0,0.0,L,0
362,0.00,0.0,0.0,B,0
363,91.00,0.0,0.0,W,0
364,98.90,0.0,0.0,W,0
365,100.00,0.0,0.0,A,0
366,97.80,0.0,0.0,A,0
367,92.70,0.0,0.0,W,0
368,93.80,0.0,0.0,L,0
369,91.00,0.0,0.0,L,0
370,98.30,0.0,0.0,L,0
371,98.90,0.0,0.0,L,0
372,88.70,0.0,0.0,L,0
373,0.00,0.0,0.0,U,0
374,0.00,0.0,0.0,B,0
375,94.40,0.0,0.0,L,0
376,83.60,0.0,0.0,W,0
377,0.00,0.0,0.0,L,0
378,97.70,0.0,0.0,L,0
379,0.00,0.0,0.0,B,0
380,98.30,0.0,0.0,A,0
381,93.80,0.0,0.0,A,0
382,97.70,0.0,0.0,W,0
383,94.90,0.0,0.0,A,0
384,89.30,0.0,0.0,A,0
385,94.90,0.0,0.0,W,0
386,100.00,0.0,0.0,A,0
387,93.20,0.0,0.0,W,0
388,97.70,0.0,0.0,A,0
389,0.00,0.0,0.0,L,0
390,0.00,0.0,0.0,L,0
391,76.80,0.0,0.0,L,0
392,82.50,0.0,0.0,U,0
393,97.20,0.0,0.0,B,0
394,69.50,0.0,0.0,L,0
395,91.00,0.0,0.0,W,0
396,97.20,0.0,0.0,W,0
397,96.00,0.0,0.0,U,0
398,99.40,0.0,0.0,NA,0
399,99.40,0.0,0.0,L,0
400,100,0,0,L,0
401,0,0,0,L,0
402,91,0,0,L,0
403,87,0,0,L,0
404,91.5,0,0,L,0
405,98.3,0,0,L,0
406,96.6,0,0,L,0
407,72.9,0,0,L,0
408,100,0,0,U,0
409,98.9,0,0,L,0
410,93.2,0,0,L,0
411,0,0,0,U,0
412,88.1,0,0,A,0
413,91.5,0,0,A,0
414,99.4,0,0,L,0
415,85.9,0,0,A,0
416,77.4,0,0,L,0
417,85.3,0,0,L,0
418,0,0,0,L,0
419,81.9,0,0,L,0
420,0,0,0,A,0
421,98.9,0,0,L,0
422,98.9,0,0,L,0
423,99.4,0,0,A,0
424,98.9,0,0,L,0
425,91,0,0,L,0
426,79.7,0,0,W,0
427,0,0,0,L,0
428,0,0,0,L,0
429,95.5,0,0,L,0
430,98.9,0,0,L,0
431,95.2,0,0,L,0
432,96.4,0,0,L,0
433,96.6,0,0,L,0
434,94.9,0,0,W,0
435,0,0,0,W,0
436,89,0,0,L,0
437,92.1,0,0,W,0
438,93.2,0,0,L,0
439,95.5,0,0,U,0
440,97.7,0,0,L,0
441,97.2,0,0,L,0
442,96,0,0,L,0
443,91,0,0,L,0
444,98.9,0,0,A,0
445,0,0,0,W,0
446,59.9,0,0,W,0
447,92.1,0,0,A,0
448,0,0,0,L,0
449,96,0,0,U,0
450,98.9,0,0,A,0
451,96,0,0,A,0
452,98.9,3.29,2.21,L,0
453,97.2,2.58,2.71,L,0
454,99.4,3.43,0,L,0
455,98.3,2.47,2.79,L,0
456,98.9,2.37,2.21,L,0
457,96.6,3.79,4.28,L,0
458,92.1,2.11,1.9,L,0
459,99.4,3.29,1.7,L,0
460,95,0,0,U,0
461,98.3,3.64,0,B,0
462,99.4,2.89,1.9,L,0
463,93.3,3.14,2.07,L,0
464,100,2.37,4.5,A,0
465,94.9,3.29,3,L,0
466,97.2,3.14,2.07,L,0
467,97.8,2.47,1.86,L,0
468,93.3,4.04,3.17,A,0
469,90.4,2.58,1.77,L,0
470,98.9,4.36,4.28,L,0
471,98.3,3.43,2.86,L,0
472,97.1,4.36,4.28,A,0
473,97.8,2.11,2,L,0
474,98.3,3,4.12,L,0
475,98.9,4,0,A,0
476,99.4,4.24,4.02,L,0
477,98,4.36,2.71,L,0
478,99.4,1.95,1.7,L,0
479,98.3,2.68,0,A,0
480,97.8,2,0,NA,0
481,99.4,2.47,3.5,L,0
482,97.2,2.37,1.9,W,0
483,88.2,2.21,2,W,0
484,97.8,3.79,3.5,A,0
485,96.1,2.11,1.83,L,0
486,97.8,2,1.39,W,0
487,86.5,4.16,3.67,A,0
488,92.1,2.89,2.07,L,0
489,98.9,3.43,2.64,L,0
490,97.8,2.37,2.07,L,0
491,98.3,4,4.2,A,0
492,91.6,3.29,1.97,L,0
493,98.3,2,1.97,L,0
494,96.1,2,2.36,L,0
495,94,1.9,0,B,0
496,96.1,2.32,2.43,B,0
497,93.8,2.68,2.43,W,0
498,98.9,3.14,4.02,A,0
499,92.1,1.9,2.14,L,0
500,93.3,2.79,3,L,0
501,100,0,3.75,A,0
502,98.9,3,0,L,0
503,97.2,2.68,0,B,0
504,97.2,2.89,0,L,0
505,96.6,1.92,2.71,L,0
506,72,3.29,3.08,A,0
507,93,0,0,A,0
508,94.9,3,3,W,0
509,94.9,3,2.07,W,0
510,98.9,4.24,4.12,A,0
511,92.7,3.43,0,B,0
512,97.8,2.47,2.5,L,0
513,98.3,3,3.5,L,0
514,89.9,4.04,3.67,L,0
515,96.1,2.37,2.86,L,0
516,95.5,2.32,2.21,L,0
517,92.1,3.79,0,W,0
518,99,2.79,0,L,0
519,97.8,2.89,2.43,L,0
520,97.2,2.58,1.97,L,0
521,94.7,0,4.2,W,0
522,88.8,4.36,3.83,W,0
523,92.7,3.29,2.93,A,0
524,100,2.89,4.12,L,0
525,88.8,4.16,4,W,0
526,97.8,2.21,3.75,A,0
527,97.8,2.32,2,L,0
528,93.8,3.43,0,L,0
529,96.1,3.14,0,L,0
530,78.7,3.14,0,A,0
531,97.8,4.1,0,L,0
532,65,2.11,1.7,L,0
533,98.3,2.58,2.79,L,0
534,98.3,2.68,1.9,L,0
535,99.4,2.79,0,L,0
536,50,2.37,1.93,L,0
537,96.6,2.32,2.71,L,0
538,97.2,3.14,2.79,L,0
539,84.3,2.68,2.36,L,0
540,97.2,4.41,0,A,0
541,94.4,2.68,4.12,A,0
542,94.9,2.37,2.71,A,0
543,85.8,2.68,4,L,0
544,95.6,2.21,1.39,L,0
545,100,4.1,3.33,A,0
546,94.3,3.14,3.58,A,0
547,99.4,1.87,1.46,L,0
548,99.4,2.79,0,A,0
549,100,4,4.28,L,0
550,99.4,2.37,2.71,L,0
551,89.9,4.04,3,L,0
552,96.1,3.64,3.75,W,0
553,99.4,3.79,4.15,A,0
554,98.9,3.14,0,A,0
555,99.4,3.64,0,A,0
556,91.6,4,4.08,A,0
557,90.4,3.43,1.46,L,0
558,86,0,0,A,0
559,0,0,0,A,0
